"ID","Type","Name","Documentation","Source","Target","Specialization"
"6553","ServingRelationship","","","6522","6184",""
"10713","ServingRelationship","","","10692","10811",""
"10723","ServingRelationship","","","10698","10825",""
"16519","ServingRelationship","","","10669","10996",""
"6165","ServingRelationship","","","6140","6406",""
"6507","ServingRelationship","","","6406","6188",""
"10717","ServingRelationship","","","10695","10670",""
"19377","ServingRelationship","","","14484","12927",""
"16520","ServingRelationship","","","10670","10996",""
"16524","ServingRelationship","","","10673","10997",""
"10731","ServingRelationship","","","10700","10828",""
"10734","ServingRelationship","","","10701","10682",""
"6159","ServingRelationship","","","6141","6519",""
"6166","ServingRelationship","","","6140","6405",""
"14495","ServingRelationship","","","14487","10811",""
"10708","ServingRelationship","","","10688","10843",""
"10711","ServingRelationship","","","10692","10810",""
"14232","ServingRelationship","","","14223","14148",""
"6147","ServingRelationship","","","6140","6451",""
"19466","ServingRelationship","","","8618","10861",""
"6157","ServingRelationship","","","6138","6141",""
"6517","ServingRelationship","","","6450","6179",""
"6150","ServingRelationship","","","6140","6454",""
"14529","ServingRelationship","","","10686","10828",""
"6518","ServingRelationship","","","6140","6453",""
"19438","ServingRelationship","","","8618","14543",""
"9379","ServingRelationship","","","6140","9222",""
"6158","ServingRelationship","","","6141","6520",""
"10719","ServingRelationship","","","10697","10849",""
"6552","ServingRelationship","","","6521","6183",""
"6161","ServingRelationship","","","6141","6522",""
"6513","ServingRelationship","","","6455","6180",""
"6515","ServingRelationship","","","6457","6177",""
"6163","ServingRelationship","","","6141","6524",""
"10716","ServingRelationship","","","10694","10812",""
"10714","ServingRelationship","","","10693","10670",""
"10732","ServingRelationship","","","10700","10829",""
"9380","ServingRelationship","","","6141","9367",""
"7888","ServingRelationship","","","7374","6188",""
"10727","ServingRelationship","","","10700","10827",""
"16526","ServingRelationship","","","10674","10997",""
"14530","ServingRelationship","","","10701","10829",""
"10730","ServingRelationship","","","10695","10682",""
"10728","ServingRelationship","","","10687","10682",""
"18070","ServingRelationship","","","14223","17890",""
"6508","ServingRelationship","","","6449","6187",""
"19371","ServingRelationship","","","8618","10833",""
"6554","ServingRelationship","","","6523","6185",""
"6162","ServingRelationship","","","6141","6523",""
"16523","ServingRelationship","","","10682","10997",""
"6151","ServingRelationship","","","6140","6456",""
"18069","ServingRelationship","","","17970","17892",""
"14499","ServingRelationship","","","10692","10821",""
"6555","ServingRelationship","","","6524","6186",""
"7827","ServingRelationship","","","7375","6187",""
"14492","ServingRelationship","","","14485","8618",""
"10893","ServingRelationship","","","10856","13806",""
"9425","ServingRelationship","","","9409","9368",""
"9426","ServingRelationship","","","9409","9408",""
"7410","ServingRelationship","","","7423","7421",""
"10895","ServingRelationship","","","10857","13806",""
"9428","ServingRelationship","","","9410","9369",""
"10984","ServingRelationship","","","10817","10861",""
"19166","ServingRelationship","","","14543","10860",""
"19196","ServingRelationship","","","10861","10835",""
"10892","ServingRelationship","","","10860","13806",""
"9427","ServingRelationship","","","9410","9408",""
"14251","ServingRelationship","","","14248","13806",""
"10862","ServingRelationship","","","10861","10837",""
"10894","ServingRelationship","","","10859","13806",""
"6201","ServingRelationship","","","6185","6186",""
"19205","ServingRelationship","","","10861","10860",""
"10896","ServingRelationship","","","10858","13806",""
"14585","ServingRelationship","","","14543","12926",""
"10986","ServingRelationship","","","8659","10861",""
"13290","ServingRelationship","Used by","","13262","13291",""
"10564","SpecializationRelationship","","","10476","10481",""
"10566","SpecializationRelationship","","","10478","10482",""
"10563","SpecializationRelationship","","","10475","10480",""
"10484","SpecializationRelationship","","","10472","10481",""
"10567","SpecializationRelationship","","","10477","10482",""
"10562","SpecializationRelationship","","","10474","10480",""
"10487","SpecializationRelationship","","","10470","10480",""
"10488","SpecializationRelationship","","","10471","10480",""
"10489","SpecializationRelationship","","","10473","10481",""
"10486","SpecializationRelationship","","","10469","10480",""
"10483","SpecializationRelationship","","","10472","10482",""
"10565","SpecializationRelationship","","","10479","10482",""
"10485","SpecializationRelationship","","","10472","10480",""
"9636","SpecializationRelationship","","","6185","9369",""
"9632","SpecializationRelationship","","","6182","9369",""
"9453","SpecializationRelationship","","","6176","9368",""
"9633","SpecializationRelationship","","","6181","9369",""
"9637","SpecializationRelationship","","","6186","9369",""
"9455","SpecializationRelationship","","","6178","9368",""
"9451","SpecializationRelationship","","","6175","9368",""
"9452","SpecializationRelationship","","","6180","9368",""
"9634","SpecializationRelationship","","","6183","9369",""
"9454","SpecializationRelationship","","","6177","9368",""
"9448","SpecializationRelationship","","","6172","9368",""
"9635","SpecializationRelationship","","","6184","9369",""
"9450","SpecializationRelationship","","","6174","9368",""
"9449","SpecializationRelationship","","","6173","9368",""
"14577","TriggeringRelationship","","","14541","8660",""
"12934","TriggeringRelationship","","","12926","10835",""
"18230","TriggeringRelationship","","","18190","18191",""
"10965","TriggeringRelationship","","","10827","10830",""
"10967","TriggeringRelationship","","","10830","10826",""
"10940","TriggeringRelationship","","","11010","10847",""
"10911","TriggeringRelationship","","","10842","10845",""
"12933","TriggeringRelationship","","","10843","12926",""
"10992","TriggeringRelationship","","","11009","10819",""
"16471","TriggeringRelationship","","","10821","14540",""
"14250","TriggeringRelationship","","","14148","14248",""
"10900","TriggeringRelationship","","","10843","10835",""
"10975","TriggeringRelationship","","","10846","10839",""
"10949","TriggeringRelationship","","","10815","10817",""
"10917","TriggeringRelationship","","","10841","10837",""
"10912","TriggeringRelationship","","","11006","10835",""
"10932","TriggeringRelationship","","","10816","10815",""
"10910","TriggeringRelationship","","","10844","10842",""
"17942","TriggeringRelationship","","","17940","17691",""
"10934","TriggeringRelationship","","","11008","10812",""
"10897","TriggeringRelationship","","","11005","10833",""
"10953","TriggeringRelationship","","","10812","10811",""
"10909","TriggeringRelationship","","","10835","10844",""
"10964","TriggeringRelationship","","","10829","10827",""
"10982","TriggeringRelationship","","","10817","10814",""
"10924","TriggeringRelationship","","","10818","10812",""
"17944","TriggeringRelationship","","","17939","17915",""
"18228","TriggeringRelationship","","","18120","18189",""
"10962","TriggeringRelationship","","","10825","10828",""
"14584","TriggeringRelationship","","","12930","12931",""
"17920","TriggeringRelationship","","","17915","17940",""
"10916","TriggeringRelationship","","","10838","10841",""
"18121","TriggeringRelationship","","","10842","18120",""
"17923","TriggeringRelationship","","","17893","17890",""
"10963","TriggeringRelationship","","","10828","10829",""
"10926","TriggeringRelationship","","","11007","8659",""
"14580","TriggeringRelationship","","","10827","10821",""
"10939","TriggeringRelationship","","","10849","10850",""
"10918","TriggeringRelationship","","","10839","10840",""
"18229","TriggeringRelationship","","","18189","18190",""
"14576","TriggeringRelationship","","","10811","14540",""
"18231","TriggeringRelationship","","","18191","18192",""
"17919","TriggeringRelationship","","","17892","17940",""
"17921","TriggeringRelationship","","","17691","10842",""
"17943","TriggeringRelationship","","","17939","17892",""
"10954","TriggeringRelationship","","","10811","10810",""
"12936","TriggeringRelationship","","","8659","8660",""
"14579","TriggeringRelationship","","","14540","12927",""
"18078","TriggeringRelationship","","","17890","17939",""
"10988","TriggeringRelationship","","","10850","11009",""
"10993","TriggeringRelationship","","","10821","10822",""
"10980","TriggeringRelationship","","","10837","10846",""
"8510","TriggeringRelationship","","","8506","8507",""
"16155","TriggeringRelationship","","","14439","14440",""
"8509","TriggeringRelationship","","","8505","8506",""
"16158","TriggeringRelationship","","","14440","14441",""
